full_address,street,house_number,floors,year_built,wall_material,entrance_count,coordinates,data_source,confidence_level
"Жамбыла, 133",Жамбыла,133,5.0,1978.0,Кирпич,,,base,medium
"Жамбыла, 135",Жамбыла,135,4.0,1962.0,Кирпич,,,base,medium
"Жамбыла, 137",Жамбыла,137,4.0,1962.0,Кирпич,,,base,medium
"Жамбыла, 139",Жамбыла,139,3.0,1961.0,Кирпич,,,base,medium
"Жамбыла, 14",Жамбыла,14,2.0,1972.0,Шлакоблок,,,base,medium
"Жамбыла, 141",Жамбыла,141,5.0,,Кирпич,,,base,low
"Жамбыла, 143",Жамбыла,143,5.0,1971.0,Кирпич,,,base,medium
"Жамбыла, 147",Жамбыла,147,5.0,1971.0,Кирпич,,,base,medium
"Жамбыла, 149",Жамбыла,149,4.0,1962.0,Кирпич,,,base,medium
"Жамбыла, 150",Жамбыла,150,10.0,,Панель,,,base,low
"Жамбыла, 151",Жамбыла,151,5.0,1970.0,Кирпич,,,base,medium
"Жамбыла, 152",Жамбыла,152,5.0,1986.0,Панель,,,base,medium
"Жамбыла, 153",Жамбыла,153,5.0,1971.0,Кирпич,,,base,medium
"Жамбыла, 154",Жамбыла,154,9.0,1986.0,Панель,,,base,medium
"Жамбыла, 156",Жамбыла,156,9.0,1989.0,Панель,,,base,medium
"Жамбыла, 158",Жамбыла,158,5.0,1986.0,Панель,,,base,medium
"Жамбыла, 159",Жамбыла,159,4.0,1962.0,Кирпич,,,base,medium
"Жамбыла, 16",Жамбыла,16,2.0,1971.0,Кирпич,,,base,medium
"Жамбыла, 160",Жамбыла,160,9.0,1986.0,Панель,,,base,medium
"Жамбыла, 163",Жамбыла,163,4.0,1958.0,Кирпич,,,base,medium
"Жамбыла, 167",Жамбыла,167,5.0,1966.0,Панель,,,base,medium
"Жамбыла, 169",Жамбыла,169,5.0,1976.0,Панель,,,base,medium
"Жамбыла, 173",Жамбыла,173,5.0,1968.0,Панель,,,base,medium
"Жамбыла, 176",Жамбыла,176,2.0,,Кирпич,,,base,low
"Жамбыла, 177",Жамбыла,177,5.0,1972.0,Панель,,,base,medium
"Жамбыла, 18",Жамбыла,18,2.0,1957.0,Кирпич,,,base,medium
"Жамбыла, 188",Жамбыла,188,5.0,,Кирпич,,,base,low
"Жамбыла, 20",Жамбыла,20,2.0,1957.0,Кирпич,,,base,medium
"Жамбыла, 22",Жамбыла,22,2.0,1969.0,Кирпич,,,base,medium
"Жамбыла, 228",Жамбыла,228,9.0,1972.0,Кирпич,,,base,medium
"Жамбыла, 230",Жамбыла,230,9.0,1974.0,Кирпич,,,base,medium
"Жамбыла, 234",Жамбыла,234,2.0,1965.0,Кирпич,,,base,medium
"Жамбыла, 254",Жамбыла,254,1.0,1963.0,Кирпич,,,base,medium
"Жамбыла, 258",Жамбыла,258,5.0,,Кирпич,,,base,low
"Жамбыла, 262",Жамбыла,262,5.0,1967.0,Кирпич,,,base,medium
"Жамбыла, 270",Жамбыла,270,5.0,,Панель,,,base,low
"Жамбыла, 272",Жамбыла,272,5.0,,Кирпич,,,base,low
"Жамбыла, 274",Жамбыла,274,5.0,1980.0,Панель,,,base+internet_search,medium
"Жамбыла, 276",Жамбыла,276,4.0,,Кирпич,,,base,low
"Жамбыла, 292",Жамбыла,292,5.0,1980.0,Панель,,,base+internet_search,medium
"Жамбыла, 294",Жамбыла,294,5.0,,Панель,,,base,low
"Жамбыла, 296",Жамбыла,296,5.0,,Панель,,,base,low
"Жамбыла, 4",Жамбыла,4,2.0,1958.0,Кирпич,,,base,medium
"Жамбыла, 59",Жамбыла,59,2.0,1959.0,Кирпич,,,base,medium
"Жамбыла, 61",Жамбыла,61,2.0,1952.0,Шлакоблок,,,base,medium
"Жамбыла, 63",Жамбыла,63,2.0,1955.0,Шлакоблок,,,base,medium
"Жамбыла, 65",Жамбыла,65,2.0,1957.0,Кирпич,,,base,medium
"Жамбыла, 76",Жамбыла,76,4.0,1961.0,Кирпич,,,base,medium
"Жамбыла, 8",Жамбыла,8,3.0,1959.0,Кирпич,,,base,medium
"Жамбыла, 80",Жамбыла,80,2.0,1961.0,Кирпич,,,base,medium
"Жамбыла, 82",Жамбыла,82,2.0,1961.0,Кирпич,,,base,medium
"Жамбыла, 84",Жамбыла,84,2.0,1961.0,Кирпич,,,base,medium
"Жамбыла, 86",Жамбыла,86,4.0,1961.0,Кирпич,,,base,medium
"Жамбыла, 88",Жамбыла,88,5.0,1963.0,Панель,,,base,medium
"Жамбыла, 90",Жамбыла,90,5.0,1966.0,Панель,,,base,medium
"Жамбыла, 92",Жамбыла,92,5.0,1966.0,Панель,,,base,medium
"Жамбыла, 94",Жамбыла,94,5.0,1966.0,Панель,,,base,medium
"Жамбыла, 96",Жамбыла,96,5.0,1966.0,Панель,,,base,medium
"Жамбыла, 98",Жамбыла,98,5.0,1965.0,Панель,,,base,medium
Жамбыла,Жамбыла,,,,,,,base,low
"Жукова, 1",Жукова,1,6.0,1990.0,Кирпич,,,base,medium
"Жукова, 11",Жукова,11,5.0,1991.0,Панель,,,base,medium
"Жукова, 13",Жукова,13,10.0,1993.0,Панель,,,base,medium
"Жукова, 21",Жукова,21,9.0,1994.0,Панель,,,base,medium
"Жукова, 21а",Жукова,21а,10.0,1994.0,Панель,,,base,medium
"Жукова, 21б",Жукова,21б,10.0,1994.0,Панель,,,base,medium
"Жукова, 23",Жукова,23,10.0,1994.0,Панель,,,base,medium
"Жукова, 3",Жукова,3,6.0,1990.0,Кирпич,,,base,medium
"Жукова, 4",Жукова,4,10.0,1994.0,Панель,,,base+internet_search,medium
"Жукова, 5",Жукова,5,6.0,1993.0,Кирпич,,,base,medium
"Жукова, 5а",Жукова,5а,5.0,1993.0,Панель,,,base,medium
"Жукова, 7",Жукова,7,10.0,1991.0,Панель,,,base,medium
"Жукова, 9",Жукова,9,10.0,1988.0,Панель,,,base,medium
"Жумабаева, 101",Жумабаева,101,5.0,1970.0,Кирпич,,,base,medium
"Жумабаева, 102",Жумабаева,102,5.0,1974.0,Панель,,,base,medium
"Жумабаева, 105",Жумабаева,105,5.0,1965.0,Кирпич,,,base,medium
"Жумабаева, 107",Жумабаева,107,5.0,1964.0,Панель,,,base,medium
"Жумабаева, 108",Жумабаева,108,5.0,1970.0,Кирпич,,,base,medium
"Жумабаева, 113",Жумабаева,113,9.0,1982.0,Панель,,,base,medium
"Жумабаева, 115",Жумабаева,115,9.0,1992.0,Панель,,,base,medium
"Жумабаева, 116",Жумабаева,116,9.0,1984.0,Панель,,,base,medium
"Жумабаева, 154",Жумабаева,154,9.0,1990.0,Панель,,,base,medium
"Жумабаева, 290",Жумабаева,290,5.0,1975.0,Панель,,,base,medium
"Жумабаева, 359",Жумабаева,359,9.0,,,,,base,low
"Жумабаева, 361",Жумабаева,361,9.0,,,,,base,low
"Жумабаева, 363",Жумабаева,363,9.0,,Панель,,,base,low
"Жумабаева, 59",Жумабаева,59,5.0,1996.0,Панель,,,base,medium
"Жумабаева, 76",Жумабаева,76,9.0,1986.0,Кирпич,,,base,medium
"Жумабаева, 93",Жумабаева,93,7.0,1982.0,Панель,,,base,medium
"Жумабаева, 95",Жумабаева,95,5.0,1980.0,Панель,,,base,medium
"Жумабаева, 98",Жумабаева,98,5.0,1987.0,Кирпич,,,base,medium
"З.косм-й, 1",З.косм-й,1,2.0,1947.0,Кирпич,,,base,medium
"Заводская, 18",Заводская,18,5.0,1968.0,Кирпич,,,base,medium
"Заводская, 22",Заводская,22,5.0,1963.0,Панель,,,base,medium
"Заводская, 23",Заводская,23,5.0,1969.0,Кирпич,,,base+typical_data,low
"Заводская, 24",Заводская,24,2.0,1958.0,Кирпич,,,base+typical_data,low
"Заводская, 28",Заводская,28,2.0,1960.0,Кирпич,,,base+typical_data,low
"Заводская, 30",Заводская,30,2.0,1961.0,Кирпич,,,base+typical_data,low
"Заводская, 32",Заводская,32,3.0,1956.0,Кирпич,,,base+typical_data,low
"Заводская, 34",Заводская,34,2.0,1954.0,Кирпич,,,base+typical_data,low
"Заводская, 36",Заводская,36,5.0,1968.0,Панель,,,base,medium
"Заозерная, 30",Заозерная,30,2.0,1985.0,Кирпич,,,base,medium
"Заречная 1, 97",Заречная 1,97,3.0,1975.0,Кирпич,,,base,medium
"Заречная 2, 51",Заречная 2,51,3.0,1987.0,Кирпич,,,base,medium
"Заречная 2, 51а",Заречная 2,51а,3.0,1989.0,Кирпич,,,base,medium
"Заречная 2, 54",Заречная 2,54,3.0,1987.0,Кирпич,,,base,medium
"Заречная 2, 56",Заречная 2,56,3.0,1989.0,Кирпич,,,base,medium
"Заречная 2, 58",Заречная 2,58,3.0,1987.0,Кирпич,,,base,medium
"Зеленая, 20",Зеленая,20,3.0,1982.0,Кирпич,,,base,medium
"Зои косм-й, 10",Зои косм-й,10,3.0,1961.0,Панель,,,base,medium
"Зои косм-й, 12",Зои косм-й,12,2.0,1939.0,Кирпич,,,base,medium
"Зои косм-й, 14",Зои косм-й,14,2.0,1939.0,Кирпич,,,base,medium
"Зои косм-й, 2",Зои косм-й,2,2.0,1940.0,Кирпич,,,base,medium
"Зои косм-й, 3",Зои косм-й,3,2.0,1946.0,Кирпич,,,base,medium
"Зои косм-й, 39",Зои косм-й,39,1.0,1937.0,Шлакоблок,,,base,medium
"Зои косм-й, 4",Зои косм-й,4,2.0,1940.0,Кирпич,,,base,medium
"Зои косм-й, 41",Зои косм-й,41,1.0,1957.0,Дерево,,,base,medium
"Зои косм-й, 5",Зои косм-й,5,2.0,1940.0,Кирпич,,,base,medium
"Зои косм-й, 6",Зои косм-й,6,3.0,1961.0,Панель,,,base,medium
"Зои косм-й, 7",Зои косм-й,7,2.0,1947.0,Шлакоблок,,,base,medium
"Зои косм-й, 8",Зои косм-й,8,2.0,1939.0,Кирпич,,,base,medium
"Интер-ая, 10",Интер-ая,10,5.0,1965.0,Панель,,,base,medium
"Интер-ая, 11",Интер-ая,11,4.0,1960.0,Кирпич,,,base,medium
"Интер-ая, 12",Интер-ая,12,5.0,1965.0,Панель,,,base,medium
"Интер-ая, 13",Интер-ая,13,4.0,1961.0,Панель,,,base,medium
"Интер-ая, 14",Интер-ая,14,5.0,1975.0,Панель,,,base+internet_search,medium
"Интер-ая, 15",Интер-ая,15,4.0,1961.0,Панель,,,base,medium
"Интер-ая, 16",Интер-ая,16,2.0,1959.0,Кирпич,,,base,medium
"Интер-ая, 17",Интер-ая,17,5.0,1975.0,Панель,,,base+internet_search,medium
"Интер-ая, 18",Интер-ая,18,2.0,1958.0,Панель,,,base,medium
"Интер-ая, 19",Интер-ая,19,4.0,1969.0,Кирпич,,,base,medium
"Интер-ая, 2",Интер-ая,2,5.0,1968.0,Панель,,,base,medium
"Интер-ая, 20",Интер-ая,20,2.0,1958.0,Панель,,,base,medium
"Интер-ая, 21",Интер-ая,21,5.0,1971.0,Кирпич,,,base,medium
"Интер-ая, 22",Интер-ая,22,5.0,1969.0,Панель,,,base,medium
"Интер-ая, 23",Интер-ая,23,5.0,1975.0,Панель,,,base+internet_search,medium
"Интер-ая, 24",Интер-ая,24,5.0,1961.0,Панель,,,base,medium
"Интер-ая, 25",Интер-ая,25,5.0,1964.0,Панель,,,base,medium
"Интер-ая, 26",Интер-ая,26,,,,,,base,low
"Интер-ая, 27",Интер-ая,27,5.0,1963.0,Кирпич,,,base,medium
"Интер-ая, 28",Интер-ая,28,,,,,,base,low
"Интер-ая, 29",Интер-ая,29,5.0,1964.0,Панель,,,base,medium
"Интер-ая, 2а",Интер-ая,2а,5.0,1978.0,Кирпич,,,base,medium
"Интер-ая, 3",Интер-ая,3,4.0,1961.0,Панель,,,base,medium
"Интер-ая, 30",Интер-ая,30,5.0,1966.0,Кирпич,,,base,medium
"Интер-ая, 31",Интер-ая,31,2.0,1954.0,Кирпич,,,base,medium
"Интер-ая, 32",Интер-ая,32,5.0,1964.0,Панель,,,base,medium
"Интер-ая, 33",Интер-ая,33,5.0,1956.0,Кирпич,,,base,medium
"Интер-ая, 34",Интер-ая,34,5.0,1963.0,Панель,,,base,medium
"Интер-ая, 35",Интер-ая,35,4.0,1964.0,Кирпич,,,base,medium
"Интер-ая, 38",Интер-ая,38,5.0,1964.0,Панель,,,base,medium
"Интер-ая, 39",Интер-ая,39,5.0,1969.0,Кирпич,,,base,medium
"Интер-ая, 4",Интер-ая,4,5.0,1967.0,Кирпич,,,base,medium
"Интер-ая, 40",Интер-ая,40,5.0,1965.0,Панель,,,base,medium
"Интер-ая, 41",Интер-ая,41,5.0,1965.0,Панель,,,base,medium
"Интер-ая, 43",Интер-ая,43,5.0,1965.0,Кирпич,,,base,medium
"Интер-ая, 44",Интер-ая,44,4.0,1964.0,Панель,,,base,medium
"Интер-ая, 46",Интер-ая,46,4.0,1960.0,Кирпич,,,base,medium
"Интер-ая, 47",Интер-ая,47,4.0,1967.0,Кирпич,,,base,medium
"Интер-ая, 48",Интер-ая,48,5.0,1973.0,Панель,,,base,medium
"Интер-ая, 49",Интер-ая,49,2.0,1969.0,Кирпич,,,base,medium
"Интер-ая, 5",Интер-ая,5,4.0,1961.0,Кирпич,,,base,medium
"Интер-ая, 50",Интер-ая,50,4.0,1965.0,Кирпич,,,base,medium
"Интер-ая, 52",Интер-ая,52,4.0,1965.0,Кирпич,,,base,medium
"Интер-ая, 53",Интер-ая,53,4.0,1960.0,Кирпич,,,base,medium
"Интер-ая, 54",Интер-ая,54,2.0,1956.0,Шлакоблок,,,base,medium
"Интер-ая, 55",Интер-ая,55,4.0,1963.0,Кирпич,,,base,medium
"Интер-ая, 56",Интер-ая,56,5.0,1963.0,Кирпич,,,base,medium
"Интер-ая, 57",Интер-ая,57,5.0,1960.0,Кирпич,,,base,medium
"Интер-ая, 58",Интер-ая,58,5.0,1965.0,Панель,,,base,medium
"Интер-ая, 59",Интер-ая,59,4.0,1966.0,Кирпич,,,base,medium
"Интер-ая, 6",Интер-ая,6,5.0,1965.0,Панель,,,base,medium
"Интер-ая, 62",Интер-ая,62,5.0,1963.0,Панель,,,base,medium
"Интер-ая, 64",Интер-ая,64,5.0,1963.0,Панель,,,base,medium
"Интер-ая, 68",Интер-ая,68,5.0,1976.0,Кирпич,,,base,medium
"Интер-ая, 7",Интер-ая,7,,,,,,base,low
"Интер-ая, 71",Интер-ая,71,5.0,1967.0,Кирпич,,,base,medium
"Интер-ая, 74",Интер-ая,74,2.0,1963.0,Кирпич,,,base,medium
"Интер-ая, 75",Интер-ая,75,5.0,1973.0,Кирпич,,,base,medium
"Интер-ая, 76",Интер-ая,76,9.0,1963.0,Кирпич,,,base+internet_search,medium
"Интер-ая, 77",Интер-ая,77,5.0,1972.0,Кирпич,,,base,medium
"Интер-ая, 78",Интер-ая,78,9.0,1962.0,Кирпич,,,base+internet_search,medium
"Интер-ая, 79",Интер-ая,79,5.0,1968.0,Панель,,,base,medium
"Интер-ая, 8",Интер-ая,8,5.0,1965.0,Панель,,,base,medium
"Интер-ая, 83",Интер-ая,83,10.0,1992.0,Кирпич,,,base,medium
"Интер-ая, 9",Интер-ая,9,4.0,1962.0,Кирпич,,,base,medium
"Интер-ая, 92",Интер-ая,92,5.0,1972.0,Панель,,,base,medium
"Интер-ая, 94",Интер-ая,94,5.0,1975.0,Кирпич,,,base,medium
"Интер-ая, 98",Интер-ая,98,5.0,1987.0,Кирпич,,,base,medium
"Интер-я, 1",Интер-я,1,,,,,,base,low
"Исмаилова, 11",Исмаилова,11,2.0,1965.0,Кирпич,,,base,medium
"Исмаилова, 13",Исмаилова,13,2.0,1950.0,Кирпич,,,base,medium
"Исмаилова, 41",Исмаилова,41,2.0,1955.0,Шлакоблок,,,base,medium
"Ишимская, 34",Ишимская,34,5.0,1995.0,Кирпич,,,base,medium
"К. либнехта, 129",К. либнехта,129,2.0,1949.0,Шлакоблок,,,base,medium
"К. либнехта, 131",К. либнехта,131,1.0,1949.0,Шлакоблок,,,base,medium
"К. либнехта, 133",К. либнехта,133,1.0,1949.0,Шлакоблок,,,base,medium
"К. либнехта, 135",К. либнехта,135,1.0,1952.0,Шлакоблок,,,base,medium
"К. либнехта, 136",К. либнехта,136,2.0,1957.0,Кирпич,,,base,medium
"К. либнехта, 139",К. либнехта,139,2.0,1958.0,Шлакоблок,,,base,medium
"К. либнехта, 14",К. либнехта,14,5.0,1990.0,Кирпич,,,base,medium
"К. либнехта, 140",К. либнехта,140,1.0,1957.0,Шлакоблок,,,base,medium
"К. либнехта, 142",К. либнехта,142,1.0,1957.0,Шлакоблок,,,base,medium
"К. либнехта, 15",К. либнехта,15,10.0,,Панель,,,base,low
"К. либнехта пр., 15",К. либнехта пр.,15,10.0,1990.0,Панель,,,base,medium
"К.сутюшева, 10",К.сутюшева,10,1.0,1957.0,Силикатный щит,,,base,medium
"К.сутюшева, 15",К.сутюшева,15,9.0,1989.0,Панель,,,base,medium
"К.сутюшева, 17",К.сутюшева,17,9.0,1984.0,Панель,,,base,medium
"К.сутюшева, 18",К.сутюшева,18,5.0,1984.0,Кирпич,,,base,medium
"К.сутюшева, 21",К.сутюшева,21,9.0,1989.0,Кирпич,,,base,medium
"К.сутюшева, 23",К.сутюшева,23,9.0,1987.0,Панель,,,base,medium
"К.сутюшева, 38",К.сутюшева,38,2.0,1961.0,Кирпич,,,base,medium
"К.сутюшева, 43",К.сутюшева,43,9.0,1980.0,Кирпич,,,base,medium
"К.сутюшева, 47",К.сутюшева,47,5.0,1975.0,Кирпич,,,base,medium
"К.сутюшева, 49",К.сутюшева,49,5.0,1976.0,Кирпич,,,base,medium
"К.сутюшева, 51",К.сутюшева,51,5.0,1976.0,Кирпич,,,base,medium
"К.сутюшева, 53",К.сутюшева,53,9.0,1981.0,Кирпич,,,base,medium
"К.сутюшева, 57",К.сутюшева,57,5.0,1976.0,Панель,,,base,medium
"К.сутюшева, 59",К.сутюшева,59,5.0,1974.0,Панель,,,base,medium
"К.сутюшева, 65",К.сутюшева,65,9.0,1993.0,Панель,,,base+internet_search,medium
"К.сутюшева, 70",К.сутюшева,70,5.0,1995.0,Кирпич,,,base,medium
"К.сутюшева, 77",К.сутюшева,77,5.0,1977.0,Кирпич,,,base,medium
"К.сутюшева, 8",К.сутюшева,8,2.0,1958.0,Кирпич,,,base,medium
"К.туйская, 1",К.туйская,1,2.0,1956.0,Кирпич,,,base,medium
Калинина,Калинина,,,,,,,base,low
Калюжная,Калюжная,,,,,,,base,low
"Каманина, 11",Каманина,11,5.0,,Кирпич,,,base,low
"Каманина, 17",Каманина,17,5.0,,,,,base,low
"Каманина, 39",Каманина,39,5.0,1975.0,Кирпич,,,base,medium
"Каманина, 40",Каманина,40,5.0,,Кирпич,,,base,low
"Каманина, 41",Каманина,41,2.0,1975.0,Кирпич,,,base,medium
"Каманина, 41а",Каманина,41а,2.0,1975.0,Кирпич,,,base,medium
"Каманина, 48",Каманина,48,5.0,1978.0,Кирпич,,,base,medium
"Каманина, 50",Каманина,50,5.0,1983.0,Кирпич,,,base,medium
"Каманина, 7",Каманина,7,5.0,,Кирпич,,,base,low
"Каманина, 74",Каманина,74,5.0,1962.0,Кирпич,,,base,medium
"Каманина, 9",Каманина,9,5.0,,Кирпич,,,base,low
"Конституции, 16",Конституции,16,4.0,1960.0,Панель,,,base,medium
"Конституции, 21",Конституции,21,3.0,1960.0,Кирпич,,,base,medium
"Конституции, 29",Конституции,29,4.0,1961.0,Кирпич,,,base,medium
"Конституции, 30",Конституции,30,4.0,1962.0,Кирпич,,,base,medium
"Конституции, 32",Конституции,32,4.0,1964.0,Кирпич,,,base,medium
"Конституции, 34",Конституции,34,4.0,1963.0,Кирпич,,,base,medium
"Конституции, 49",Конституции,49,4.0,1965.0,Кирпич,,,base,medium
"Конституции, 5",Конституции,5,5.0,1984.0,Кирпич,,,base,medium
"Конституции, 50",Конституции,50,9.0,1975.0,Кирпич,,,base,medium
"Конституции, 53",Конституции,53,5.0,1982.0,Кирпич,,,base,medium
"Конституции, 55",Конституции,55,9.0,1987.0,Кирпич,,,base,medium
"Конституции, 76",Конституции,76,9.0,1988.0,Кирпич,,,base,medium
"Кошукова, 12",Кошукова,12,5.0,1965.0,Кирпич-панель,,,base,medium
"Кошукова, 14",Кошукова,14,5.0,1981.0,Кирпич,,,base+typical_data,low
"Кошукова, 14а",Кошукова,14а,9.0,1982.0,Кирпич-панель,,,base,medium
"Кошукова, 18",Кошукова,18,5.0,1981.0,Кирпич,,,base,medium
"Кошукова, 2",Кошукова,2,5.0,1967.0,Кирпич,,,base,medium
"Кошукова, 20",Кошукова,20,5.0,1977.0,Кирпич,,,base,medium
"Кошукова, 3",Кошукова,3,9.0,1981.0,Кирпич,,,base,medium
"Кошукова, 4",Кошукова,4,5.0,1970.0,Кирпич,,,base,medium
"Кошукова, 6",Кошукова,6,5.0,1973.0,Кирпич,,,base,medium
"Кошукова, 7",Кошукова,7,9.0,1982.0,Кирпич,,,base,medium
"Крепостная, 131",Крепостная,131,2.0,1972.0,Кирпич,,,base,medium
"Крепостная, 133",Крепостная,133,2.0,1973.0,Кирпич,,,base,medium
"Крепостная, 146",Крепостная,146,1.0,1949.0,Шлакоблок,,,base,medium
"Крепостная, 148",Крепостная,148,1.0,1949.0,Шлакоблок,,,base,medium
"Крепостная, 150",Крепостная,150,1.0,1949.0,Шлакоблок,,,base,medium
"Крепостная, 152",Крепостная,152,1.0,1952.0,Шлакоблок,,,base,medium
"Крепостная, 154",Крепостная,154,2.0,1959.0,Шлакоблок,,,base,medium
"Крепостная, 156",Крепостная,156,2.0,1954.0,Шлакоблок,,,base,medium
"Куйбышева, 53",Куйбышева,53,6.0,,,,,base,low
"Лесная, 3",Лесная,3,6.0,1991.0,Кирпич,,,base,medium
"Лесная, 3а",Лесная,3а,9.0,1995.0,Кирпич,,,base,medium
"Линия 4-я, 1",Линия 4-я,1,5.0,1975.0,Панель,,,base,medium
"Линия 4-я, 16",Линия 4-я,16,5.0,1982.0,Панель,,,base,medium
"Линия 5-я, 28",Линия 5-я,28,5.0,1983.0,Панель,,,base,medium
"Линия 5-я, 30",Линия 5-я,30,10.0,1993.0,Панель,,,base,medium
"Линия 5-я, 32",Линия 5-я,32,9.0,1995.0,Панель,,,base,medium
"Линия 5-я, 4",Линия 5-я,4,2.0,1989.0,Панель,,,base+internet_search,medium
"Линия 5-я, 2,2а","Линия 5-я, 2",2а,9.0,1985.0,Панель,,,base,medium
